Username,link,Type,Status,Script ,Account,Notes,,,reply rate ,%
loane.jhn,https://www.instagram.com/loane.jhn?igsh=OGQ2OGp5Mjl3eDc1,small creator ,Sent,Script 2,alexxisalmc,,,,,
maelys_crc_,https://www.instagram.com/maelys_crc_/,small creator ,Sent,Script 2,alexxisalmc,,,,,
romyplln,https://www.instagram.com/romyplln/,small creator ,Sent,Script 2,alexxisalmc,,,,,
jade.frtr,https://www.instagram.com/jade.frtr/,small creator ,Sent,Script 2,alexxisalmc,,,,,
kellyy.k__,https://www.instagram.com/kellyy.k__/,small creator ,Sent,Script 2,alexxisalmc,,,,,
youna.lcv,https://www.instagram.com/youna.lcv/,small creator ,Sent,Script 2,alexxisalmc,,,,,
elora35005,https://www.instagram.com/elora35005/,small creator ,Sent,Script 2,alexxisalmc,,,,,
gallegosjeanne5,https://www.instagram.com/gallegosjeanne5/,small creator ,Sent,Script 2,alexxisalmc,,,,,
alais_cgn,https://www.instagram.com/alais_cgn/,small creator ,Sent,Script 2,alexxisalmc,,,,,
evaseynv,https://www.instagram.com/evaseynv/,small creator ,Sent,Script 2,alexxisalmc,,,,,
_eluane_,https://www.instagram.com/_eluane_/,small creator ,Sent,Script 2,alexxisalmc,,,,,
elo.kity_,https://www.instagram.com/elo.kity_/,small creator ,Sent,Script 2,alexxisalmc,,,,,
louna_p7,https://www.instagram.com/louna_p7/,small creator ,Sent,Script 2,alexxisalmc,,,,,
lea_ktrly,https://www.instagram.com/lea_ktrly/,small creator ,Sent,Script 2,alexxisalmc,,,,,
mallory_nunes,https://www.instagram.com/mallory_nunes/,small creator ,Sent,Script 2,alexxisalmc,,,,,
man.h_,https://www.instagram.com/man.h_?igsh=NjJiODhkYjNsbTFl,small creator ,Sent,Script 2,alexxisalmc,,,,,
cldmanon_,https://www.instagram.com/cldmanon_?igsh=MW42ZTkxeHNvZ2RxMg==,small creator ,Sent,Script 2,alexxisalmc,,,,,
clealbnn,https://www.instagram.com/clealbnn?igsh=MWd1ZmxycnlrdnlnMA==,small creator ,Sent,Script 2,alexxisalmc,,,,,
laureeee.v,https://www.instagram.com/laureeee.v?igsh=YjZ2dG1wNGltanNw,small creator ,Sent,Script 2,alexxisalmc,,,,,
s.wl24,https://www.instagram.com/s.wl24?igsh=aGpoMTEzZTBoYTdj,small creator ,Sent,Script 2,alexxisalmc,,,,,
ceciliagonca_,https://www.instagram.com/ceciliagonca_?igsh=eWRkdDN6NTZreDFo,small creator ,Sent,Script 2,alexxisalmc,,,,,
clxrx_dxbr,https://www.instagram.com/clxrx_dxbr?igsh=azRlNnJucm0zYXRu,small creator ,Sent,Script 2,alexxisalmc,,,,,
linaiaaaaa,https://www.instagram.com/linaiaaaaa/,small creator ,Sent,Script 2,alexxisalmc,,,,,
chiara_sbnn10,https://www.instagram.com/chiara_sbnn10?igsh=MWI4eTU5Mmxhdm1kdg==,small creator ,Sent,Script 2,alexxisalmc,,,,,
yanelcnm,https://www.instagram.com/yanelcnm?igsh=NGh5Z3Jobmh5NDg=,small creator ,Sent,Script 2,alexxisalmc,,,,,
leea.martiin,https://www.instagram.com/leea.martiin?igsh=MXR2Ym1ueXBra2h6NQ==,small creator ,Sent,Script 2,alexxisalmc,,,,,
selena_cpz,https://www.instagram.com/selena_cpz?igsh=bWk1Z3FneHNnanpv,small creator ,Sent,Script 2,alexxisalmc,,,,,
kaiiserrano,https://www.instagram.com/kaiiserrano?igsh=MXZ3ams4Y2wwMTl2Mg==,small creator ,Sent,Script 2,alexxisalmc,,,,,
romanebld38,https://www.instagram.com/romanebld38?igsh=MWp4ZWp0ZzQ5d3Vzcg==,small creator ,Sent,Script 2,alexxisalmc,,,,,
marine_roiland,https://www.instagram.com/marine_roiland?igsh=MW10aGY2YThtankyZA==,small creator ,Sent,Script 2,alexxisalmc,,,,,
okayy.man,https://www.instagram.com/okayy.man/,small creator ,Sent,Script 2,alexxisalmc,,,,,
madebyjulie.g,https://www.instagram.com/madebyjulie.g/,small creator ,Sent,Script 2,alexxisalmc,,,,,
c_drn.n,https://www.instagram.com/c_drn.n/,small creator ,Sent,Script 2,alexxisalmc,,,,,
user.lena2,https://www.instagram.com/user.lena2/,small creator ,Sent,Script 2,alexxisalmc,,,,,
elisabeth.sieee,https://www.instagram.com/elisabeth.sieee/,small creator ,Sent,Script 2,alexxisalmc,,,,,
adri_.sd,https://www.instagram.com/adri_.sd/,small creator ,Sent,Script 2,alexxisalmc,,,,,
socispurer,https://www.instagram.com/socispurer/,small creator ,Sent,Script 2,alexxisalmc,,,,,
l_dmt371,https://www.instagram.com/l_dmt371/,small creator ,Sent,Script 2,alexxisalmc,,,,,
louuferrari,https://www.instagram.com/louuferrari/	,small creator ,Sent,Script 2,alexxisalmc,,,,,
ilona.mld,https://www.instagram.com/ilona.mld/,small creator ,Sent,Script 2,alexxisalmc,,,,,
maellepztravel,https://www.instagram.com/maellepztravel/,small creator ,Sent,Script 2,alexxisalmc,,,,,
nadiaa_ake,https://www.instagram.com/nadiaa_ake/,small creator ,Sent,Script 2,alexxisalmc,,,,,
tayaannex,https://www.instagram.com/tayaannex/,small creator ,To send,,,,,,,
dencky.aubert,https://www.instagram.com/dencky.aubert/,small creator ,To send,,,,,,,
chanice.got,https://www.instagram.com/chanice.got/,small creator ,To send,,,,,,,
chaiwen_staelen,https://www.instagram.com/chaiwen_staelen/,small creator ,To send,,,,,,,
e.margauxx,https://www.instagram.com/e.margauxx/,small creator ,To send,,,,,,,
brendy.dmh,https://www.instagram.com/brendy.dmh/,small creator ,To send,,,,,,,
shaona_b95,https://www.instagram.com/shaona_b95/,small creator ,To send,,,,,,,
merine.capello,https://www.instagram.com/merine.capello/,small creator ,To send,,,,,,,
shaynahorme,https://www.instagram.com/shaynahorme/,small creator ,To send,,,,,,,
angelle_tm,https://www.instagram.com/angelle_tm/,small creator ,To send,,,,,,,
emmatck_design,https://www.instagram.com/emmatck_design/,small creator ,To send,,,,,,,
jeanne_brtrd,https://www.instagram.com/jeanne_brtrd/,small creator ,To send,,,,,,,
louise__sntr,https://www.instagram.com/louise__sntr/,small creator ,To send,,,,,,,
juju.huchard,https://www.instagram.com/juju.huchard/,small creator ,To send,,,,,,,
elisa_.tgn,https://www.instagram.com/elisa_.tgn/,small creator ,To send,,,,,,,
ines_ltxr,https://www.instagram.com/ines_ltxr/,small creator ,To send,,,,,,,
paulinedstrm,https://www.instagram.com/paulinedstrm/,small creator ,To send,,,,,,,
anaismurat_,https://www.instagram.com/anaismurat_/,small creator ,To send,,,,,,,
angelique_perrot,https://www.instagram.com/angelique_perrot/,small creator ,To send,,,,,,,
domitillerx,https://www.instagram.com/domitillerx/,small creator ,To send,,,,,,,
victoire.jgt,https://www.instagram.com/victoire.jgt/,small creator ,To send,,,,,,,
